,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
451,"한국(전국), 중국, 일본, 러시아","(내복): 탕전(湯煎)하거나, 가루약으로 복용한다. (외용): 짓찧어 상처 부위에 붙이거나, 가루를 내어 상처 부위에 개어 붙인다.","골다공증, 골절번통, 두통, 방광염, 보익, 사상, 요통, 이뇨, 인후 통증, 장염, 장위카타르, 진통, 타박상, 통기, 통리수도, 해수, 현기증, 활혈",431,http://api.forest.go.kr/openapi/image/2015431/20154311.jpg,동풍채근(東風采根),참취,http://api.forest.go.kr/openapi/image/2015431/20154312.jpg,http://api.forest.go.kr/openapi/image/2015431/20154313.jpg,피자식물/쌍자엽식물,"산야에 자라는 다년초로서 높이가 100∼150㎝이고 근경이 굵고 짧으며 가지가 끝에서 산방상으로 달린다. 뿌리에 돋은 잎은 꽃이 필 때쯤 없어지고 줄기에 달린 잎은 호생하며 긴 잎자루가 있고 심장형이다. 꽃은 백색으로 8∼10월에 원줄기와 가지 끝에 산방꽃차례로 달린다. 열매는 수과로 피침형이다.
 ☞ 잎은 신장형이고 잎자루에 좁은 날개가 있으며 과실은 원기둥꼴이다.",국화과(Compositae),Aster scaber Thunb.,근경과 뿌리를 가을부터 봄까지 채취하여 햇볕에 말린다.
452,"한국(전국), 중국, 일본, 러시아, 대만, 인도, 베트남","(내복): 탕전(湯煎)하거나, 가루를 내어 복용한다. (외용): 가루를 내어 상처 부위에 개어 붙인다.","가성근시, 각기, 감창, 개선, 개창, 거담, 건망증, 건위, 경련, 고미, 고혈압, 구토, 기관지염, 난청, 담, 산후 하혈, 설사, 소아감적, 소아 경풍, 소아 피부병, 안태, 양위, 옹종, 우울증, 위축신, 이완출혈, 종창, 중이염, 진경, 진정, 치통, 통풍, 풍비, 풍한, 해수, 혈담, 흉부냉증 등",484,http://api.forest.go.kr/openapi/image/2015484/20154841.jpg,백창(白菖),창포,http://api.forest.go.kr/openapi/image/2015484/20154842.jpg,http://api.forest.go.kr/openapi/image/2015484/20154843.jpg,피자식물 / 단자엽식물,"연못가나 도랑 가에 자라는 다년초로서 마디가 많고 수염뿌리가 돋는다. 잎은 근경 끝에서 모여나며 주맥이 있고 밑부분이 서로 얼싸안으며 2줄로 나열된다. 꽃은 연한 황록색으로 5∼8월 이삭 꽃차례에 빽빽하게 달린다. 씨방은 둥근 타원형으로서 둥근 암술머리가 있다.
 ☞ 석창포보다 잎에 중륵이 있고 포는 꽃차례보다 길다.",천남성과(Araceae),Acorus calamus L.,근경을 8∼10월에 채취하여 털 뿌리 제거 후 햇볕에 말린다.
453,"한국(전국), 남아메리카",(외용) 즙을 내어 상처 부위에 바르거나 짓찧어 붙인다.,"각기, 나력, 마교, 살충, 생목, 습창, 이병, 이질, 인후종통, 종독, 부기, 지갈, 창종, 청열해독, 조충, 타박상, 해독, 해열, 혈리, 화상",71,http://api.forest.go.kr/openapi/image/2015071/20150711.jpg,반지련(半支蓮),채송화,http://api.forest.go.kr/openapi/image/2015071/20150712.jpg,http://api.forest.go.kr/openapi/image/2015071/20150713.jpg,피자식물/쌍자엽식물,관상용으로 심는 일년초로 높이가 20㎝에 달하고 가지가 많이 갈라지며 붉은빛이 돈다. 잎은 어긋나기하고 육질이며 원기둥꼴이고 끝이 둔하며 잎겨드랑이에 흰털이 속생한다. 꽃은 자주색으로 7∼10월에 가지 끝에 1∼2개 달리고 밤에는 오므라든다. 열매는 튀는열매로 막질이며 수평으로 갈라져 많은 종자가 나온다.,쇠비름과(Portulacaceae),Portulaca grandiflora Hook.,전초를 7∼9월경에 채취하여 햇볕에 말린다.
454,"한국(전국), 중국","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 가루를 내어 상처 부위에 산포한다.","간질, 강장 보호, 강화, 건망증, 건비, 건선, 경련, 구취, 난산, 대하, 보익, 부인 하혈, 부인 혈증, 비체, 신허, 역상, 우울증, 월경이상, 음왜, 음위, 음축, 자양강장, 전립선비대증, 정혈, 조루증, 졸도, 지통, 진경, 진정, 진통, 치매증, 치통, 편두통, 현훈, 협통, 활혈, 흉부냉증 등",308,http://api.forest.go.kr/openapi/image/2015308/20153081.jpg,천궁(川芎),천궁,http://api.forest.go.kr/openapi/image/2015308/20153082.jpg,http://api.forest.go.kr/openapi/image/2015308/20153083.jpg,피자식물/쌍자엽식물,"재배하는 다년초로 높이 30∼60㎝이고 곧추 자라며 가지가 갈라진다. 잎은 호생하고 2회 우상복엽이며 뿌리에서 돋은 잎은 잎자루가 길고 소엽은 난형 또는 피침형으로 예리한 톱니가 있다. 꽃은 백색으로 8월에 원줄기와 가지 끝에 산형화서로 달린다. 열매를 맺지 않는다.
 ☞ 벌사상자와 상동미나리에 비해 잎이 2회우상복엽이다.",산형과(Umbelliferae),Cnidium officinale Makino,근경을 9∼10월에 채취하여 햇볕에 말린다.
455,"한국(전국), 중국, 러시아","(내복): 탕전(湯煎)하거나, 가루약 또는 환제로 복용한다. (외용): 가루를 내어 상처 부위에 개어 붙인다.
 ☞ 독성이 있으므로 복용에 주의해야 한다.","간경변증, 간질, 거담, 건위, 경련, 관절염, 구안와사, 구토, 반신불수, 상한, 소아 경풍, 요통, 전간, 중풍, 진경, 창종, 척추질환, 파상풍, 한경, 해수, 혈담",485,http://api.forest.go.kr/openapi/image/2015485/20154851.jpg,천남성(天南星),천남성,http://api.forest.go.kr/openapi/image/2015485/20154852.jpg,http://api.forest.go.kr/openapi/image/2015485/20154853.jpg,피자식물 / 단자엽식물,"산의 그늘진 곳에 자라는 다년초로서 구경은 편평한 구형이며 주위에 작은 구경이 달린다. 원줄기는 녹색이며 자주색 반점이 있고 1개의 잎이 달리며 소엽은 3∼5개이고 가장자리에 톱니가 있다. 꽃은 2가화로서 5∼7월에 핀다. 열매는 장과로 적색이고 옥수수 알처럼 달린다. 
 ☞ 둥근잎천남성과 비교하면 잎에 거치가 있다.",천남성과(Araceae),Arisaema amurense f. serratum (Nakai) Kitagausa,"덩이줄기를 가을과 겨울에 채취, 외피를 제거하여 햇볕에 말린다."
456,"한국(전국), 중국, 일본, 러시아, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","간질, 감기, 강장 보호, 강장제, 견비통, 경련, 고혈압, 소아감병, 소아경결, 소아 경풍, 소아 청변, 어깨결림, 언어장애, 열성경련, 윤장, 자율신경실조증, 자음, 장위카타르, 정신분열증, 제습, 중풍, 진경, 진정, 진통, 척추질환, 척추카리에스, 풍, 풍열, 현훈, 활혈",534,http://api.forest.go.kr/openapi/image/2015534/20155341.jpg,천마(天麻),천마,http://api.forest.go.kr/openapi/image/2015534/20155342.jpg,http://api.forest.go.kr/openapi/image/2015534/20155343.jpg,피자식물 / 단자엽식물,"부식질이 많은 계곡의 숲에 자라는 다년초로서 높이 60∼100㎝이며 잎이 없고 덩이줄기가 있다. 초상엽은 막질이고 잔맥이 있으며 밑부분이 원줄기를 둘러싼다. 꽃은 황갈색으로 6∼7월에 피고 포는 피침형 또는 장타원형이며 둔두이고 잔맥이 있다. 열매는 삭과로서 도란형이며 끝에 화피가 있다.
 ☞ 근경이 감자모양으로 굵어지고 꽃받침 조각이 합생하여 통같이 된다.",난초과(Orchidaceae),Gastrodia elata Blume,덩이줄기를 가을부터 봄까지 캐어 햇볕에 말린다.
457,"한국(중남부), 중국, 일본, 대만","(내복): 탕전(湯煎)하여 복용한다.
 ☞ 허한으로 인한 설사 및 외감풍한(外感風寒)에 의한 해수에는 금기이다.","각혈, 간질, 강장 보호, 강화, 거담, 경련, 골반염, 골수염, 근골 위약, 난청, 변비, 보골수, 보로, 보신, 아편중독, 안오장, 양기, 양정, 음위, 이뇨, 인두염, 인후 통증, 자양강장, 자음 윤조, 절옹, 종독, 진경, 진정, 토혈, 파상풍, 폐결핵, 폐기, 폐렴, 풍한, 해수, 해열, 허약체질 등",499,http://api.forest.go.kr/openapi/image/2015499/20154991.jpg,천문동(天門冬),천문동,http://api.forest.go.kr/openapi/image/2015499/20154992.jpg,http://api.forest.go.kr/openapi/image/2015499/20154993.jpg,피자식물 / 단자엽식물,"바닷가 산기슭에 자라는 다년초로서 원줄기 길이 1∼2m이고 많은 방추형의 뿌리가 사방으로 벋는다. 잎처럼 생긴 가지는 1∼3개씩 모여나고 선형이며 끝이 뾰족하고 윤채가 있다. 꽃은 연한 황색으로 5∼6월에 잎겨드랑이에 달린다. 열매는 장과로 백색이며 종자는 흑색이다.
 ☞ 비짜루에 비해 화경 중앙에 관절이 있고 장과는 백색이다.",백합과(Liliaceae),Asparagus cochinchinensis (Lour.) Merr.,방추형의 뿌리줄기를 가을부터 겨울까지 채취하여 말린다.
458,"한국(전국), 중국, 일본, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","과식, 관절염, 다소변증, 매독, 요통, 임질, 제습, 종독, 진통, 치출혈, 치통, 치풍, 치한, 풍, 하리, 활혈",519,http://api.forest.go.kr/openapi/image/2015519/20155191.jpg,화동계발(華東菝葜),청가시덩굴,http://api.forest.go.kr/openapi/image/2015519/20155192.jpg,http://api.forest.go.kr/openapi/image/2015519/20155193.jpg,피자식물 / 단자엽식물,"산야에 자라는 낙엽 덩굴식물로서 길이가 5m에 달하며 능선과 곧은 가시가 있다. 잎은 호생하고 타원형 또는 심장 형이고 심장 저이며 가장자리가 물결 형이며 윤채가 있다. 꽃은 6월에 잎겨드랑이에 산형 꽃차례로 달린다. 열매는 둥글고 장과처럼 흑색으로 익는다.
 ☞ 청미래덩굴보다 꽃차례는 완전히 발달한 잎이 있는 가지에서 발생한다.",백합과(Liliaceae),Smilax sieboldii Miq.,뿌리를 봄부터 가을까지 채취하여 햇볕에 말린다.
459,"한국(전국), 중국, 일본, 러시아, 대만, 필리핀","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다. (외용): 물로 달여 상처 부위에 김을 쐬고 닦아낸다.","거풍, 고치, 관절염, 근골구급, 근육마비, 뇌암, 대장암, 매독, 비암, 설사, 소감독, 수종, 식도암, 신장암, 아감, 야뇨증, 약물중독, 위암, 유방암, 이질, 임질, 림프절염, 자궁경부암, 자궁암, 장염, 전립선비대증, 전립선암, 종창, 지혈, 직장암, 치암, 치통, 치한, 통풍, 하리 등",518,http://api.forest.go.kr/openapi/image/2015518/20155181.jpg,토복령(土茯苓),청미래덩굴,http://api.forest.go.kr/openapi/image/2015518/20155182.jpg,http://api.forest.go.kr/openapi/image/2015518/20155183.jpg,피자식물 / 단자엽식물,"산에 자라는 덩굴성 관목으로서 길이 3m에 달하고 뿌리가 굵고 꾸불꾸불 옆으로 벋는다. 잎은 호생하고 윤채가 있으며 타원형이고 끝이 뾰족해지고 원저이고 가장자리가 밋밋하다. 꽃은 황록색으로 5월에 잎겨드랑이에 달린다. 열매는 장과로서 둥글며 9∼10월에 적색으로 익는다.
 ☞ 청가시덩굴보다 꽃차례는 잎이 완전히 발달하지 않은 어린 가지로부터 생겨난다.",백합과(Liliaceae),Smilax china L.,근경을 가을부터 봄까지 채취하여 햇볕에 말린다.
460,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하여 복용한다.,"경풍, 보익, 보폐, 인후염, 천식, 최생, 편도선염, 한열, 해산촉진.",422,http://api.forest.go.kr/openapi/image/2015422/20154221.jpg,자반풍령초(紫斑風領草),초롱꽃,http://api.forest.go.kr/openapi/image/2015422/20154222.jpg,http://api.forest.go.kr/openapi/image/2015422/20154223.jpg,피자식물/쌍자엽식물,산야의 풀밭에 자라는 다년초로서 높이 40∼100㎝이고 전체에 퍼진 털이 있으며 옆으로 자라는 포복지가 있다. 뿌리에 돋은 잎은 잎자루가 길고 난상 심장형이며 줄기에 달린 잎은 삼각상 난형 또는 피침형이고 톱니가 있다. 꽃은 백색 또는 연한 홍자색에 반점이 있으며 6∼8월에 종 모양으로 달린다. ☞ 자주꽃방망이보다 꽃은 종 모양으로 드리우고 짧은 소화경이 있다.,초롱꽃과(Campanulaceae),Campanula punctata Lam.,전초를 채취하여 말린다.
461,"한국(중남부), 일본",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 가루 내어 상처 부위에 개어 붙이거나 달여서 상처 부위를 닦아내다.,"감기, 건 위, 구충, 복통, 사독, 설사, 위 내정 수, 이뇨, 제습, 중풍, 진통, 치통, 통경, 편도염, 하초습열, 해수, 황달",225,http://api.forest.go.kr/openapi/image/2015225/20152251.jpg,화초(花椒),초피나무,http://api.forest.go.kr/openapi/image/2015225/20152252.jpg,http://api.forest.go.kr/openapi/image/2015225/20152253.jpg,피자식물/쌍자엽식물,"산기슭 양지에 자라는 낙엽관목으로 높이가 3m에 달하고 떡잎이 변한 가시는 밑으로 약간 굽는다. 잎은 호생하고 홀수1회우상복엽이며 소엽은 미요두이며 예저이고 물결형 톱니가 있으며 선점이 있다. 꽃은 2가 화로 5∼6월에 잎겨드랑이에 복총상화서로 달린다. 열매는 삭과로 적갈색으로서 선점이 있고 검은 종자가 들어 있다.
 ☞ 산초나무에 비해 꽃잎이 없고 가시가 대생한다.",운향과(Rutaceae),Zanthoxylum piperitum (L.) DC.,종자 성숙기에 채취하여 과피를 햇볕에 말린다.
462,"한국(대구, 단양, 안동, 울진), 중국, 러시아",(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용): 짓이겨 상처 부위에 붙이거나 물로 달여서 닦아낸다.,"각혈, 간질, 간장보호, 개선, 거담지해, 건비위, 고혈압, 곽란, 동상, 부인하혈, 소아경풍, 양모발약, 양혈지혈, 위축신, 위하수, 이완출혈, 이하선염, 임신중요통, 자궁출혈, 자양강장, 장염, 정양, 제습, 지사, 지혈, 진정, 토혈각혈, 풍비, 피부노화방지, 하리, 해수, 혈뇨, 화상 등",20,http://api.forest.go.kr/openapi/image/2015020/20150201.jpg,"측백엽(側柏葉), 백자인(柏子仁)",측백나무,http://api.forest.go.kr/openapi/image/2015020/20150202.jpg,http://api.forest.go.kr/openapi/image/2015020/20150203.jpg,나자식물,"산벼랑에 자라는 상록교목으로 높이가 25m에 달하며 수관은 불규칙하게 퍼지고 나무껍질은 회갈색이다. 잎은 비늘 모양이며 뾰족하고 중앙부의 것은 흰점이 약간 있다. 암꽃은 둥글고 연한 자갈색이다. 열매는 구과로 난형이며 종자는 한 실편에 2∼3개 들어 있고 9월에 익는다.
 ☞ 서양측백나무보다 가지는 수직으로 사방으로 퍼지고 종자에 날개가 없다.",측백나무과(Cupressaceae),Thuja orientalis L.,"어린 가지를 봄부터 가을까지, 구과는 초겨울에 채취하여 햇볕에 말린다."
463,"한국(중남부), 중국, 일본","(내복): 탕전(湯煎)하거나, 술에 담가 복용한다. (외용): 달여서 상처부위에 김을 쐬고 닦아낸다.","간염, 감기, 강장 보호, 거담지해, 결막염, 경혈, 곽란, 관절염, 기관지염, 두통, 부종, 산어지해, 소풍해표, 신경통, 옹종, 월경이상, 위장염, 유옹, 인후 통증, 자양강장, 제습, 종기, 중풍, 지사, 진통, 청열, 치통, 타박상, 태독, 통경, 피부소양증, 해독, 해수, 해열, 황달 등",353,http://api.forest.go.kr/openapi/image/2015353/20153531.jpg,난향초(蘭香草),층꽃나무,http://api.forest.go.kr/openapi/image/2015353/20153532.jpg,http://api.forest.go.kr/openapi/image/2015353/20153533.jpg,피자식물/쌍자엽식물,섬의 산야에 자라는 아관목으로 높이 30∼60㎝이고 윗부분은 겨울 동안에 죽으며 잔가지에 털이 밀생한다. 잎은 대생하며 난형이고 첨두 또는 둔두이고 뒷면에 회백색 털이 밀생하며 톱니가 있다. 꽃은 하늘색이 도는 자주색으로 7∼8월에 잎겨드랑이에 취산화서로 달린다. 열매는 삭과이며 종자는 날개가 있다. ☞ 누린내풀보다 줄기와 잎이 소형이고 기부가 목질이다.,마편초과(Verbenaceae),Caryopteris incana (Thunb. ex Houtt.) Miq.,전초를 7∼8월 꽃이 필 때 채취하여 햇볕에 말린다.
464,"한국(남부), 중국, 일본, 대만, 인도지나, 히말라야",(내복): 탕전(湯煎)하여 복용한다.,"강장, 관절염, 소 종지 통, 신경통, 악창, 종기.",314,http://api.forest.go.kr/openapi/image/2015314/20153141.jpg,등대수(燈臺樹),층층나무,http://api.forest.go.kr/openapi/image/2015314/20153142.jpg,http://api.forest.go.kr/openapi/image/2015314/20153143.jpg,피자식물/쌍자엽식물,"산지의 계곡에 자라는 낙엽교목으로 높이가 20m에 달하고 수피는 얕게 세로로 홈이 져서 터지며 가지는 붉은 빛이 돈다. 잎은 호생하며 난형이고 급한 첨 두이며 원저이고 뒷면은 백색으로서 잔털이 밀생한다. 꽃은 백색으로 5월에 핀다. 열매는 핵과로 둥글며 9월에 벽흑색으로 익는다.
 ☞ 곰의 말채나무에 비해 잎이 호생하고 가지는 둥글다.",층층나무과(Cornaceae),Cornus controversa Hemsl.,가지와 열매를 채취하여 말린다.
465,"한국(중북부), 중국, 러시아","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","감기, 강근골, 강심제, 강장 보호, 강정제, 기억력감퇴, 당뇨, 명목, 보중익기, 윤심폐, 자양강장, 정력증진, 종염, 종창, 폐렴, 풍습, 해열, 허손한열 허약체질, 황달",514,http://api.forest.go.kr/openapi/image/2015514/20155141.jpg,옥죽(玉竹),층층둥굴레,http://api.forest.go.kr/openapi/image/2015514/20155142.jpg,http://api.forest.go.kr/openapi/image/2015514/20155143.jpg,피자식물 / 단자엽식물,"산야에 자라는 다년초로서 높이 30∼90㎝이고 굵은 근경이 옆으로 벋으면서 번식한다. 잎은 3∼5개씩 윤생하며 좁은 피침형 또는 선형이고 밑부분이 점점 좁아져 원줄기에 붙는다. 꽃은 연한 황색으로 6월에 잎겨드랑이에 윤상으로 달린다. 열매는 장과로서 둥글고 흑색으로 익는다.
 ☞ 층층갈고리둥굴레보다 잎이 3∼5개씩 윤생하며 잎이 뾰족하다.",백합과(Liliaceae),Polygonatum stenophyllum Maxim.,근경을 가을부터 봄까지 채취하여 수증기로 쪄서 말린다.
466,"한국(전국), 중국, 일본, 대만, 인도지나","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 가루 내어 상처부위에 개어 붙인다.","각혈, 간염, 감기, 강장 보호, 갱년기장애, 결막염, 경혈, 골절증, 구내염, 당뇨, 목소양증, 백리, 불면, 소염, 양혈, 어혈, 오지, 위경련, 위장염, 이뇨, 일체안병, 임질, 적백리, 정혈, 지혈, 진정, 진통, 추간판탈출증, 타박상, 토혈, 토혈 각혈, 편도선염, 해열, 혈뇨, 황달, 흉통",400,http://api.forest.go.kr/openapi/image/2015400/20154001.jpg,치자(梔子),치자나무,http://api.forest.go.kr/openapi/image/2015400/20154002.jpg,http://api.forest.go.kr/openapi/image/2015400/20154003.jpg,피자식물/쌍자엽식물,식재되는 상록관목으로 높이 1.5∼2m이고 잔가지는 어릴 때 먼지 같은 털이 있다. 잎은 대생하고 장타원형 또는 도피침형이며 첨두 예저이며 표면에 윤채가 있다. 꽃은 백색으로 5∼6월에 가지 끝에 달린다. 열매는 9월에 황록색으로 익으며 세로로 6∼7개의 능각이 있다.,꼭두서니과(Rubiaceae),Gardenia jasminoides J.Ellis,과실 성숙기에 채취하여 햇볕이나 화력으로 말린다.
467,"한국(전국), 일본",(내복): 탕전(湯煎)하여 복용한다.,"각혈, 강장보호, 살충, 여드름, 위암, 위학, 위한통증, 이기, 토혈각혈, 하리.",254,http://api.forest.go.kr/openapi/image/2015254/20152541.jpg,사라자(娑羅子),칠엽수,http://api.forest.go.kr/openapi/image/2015254/20152542.jpg,http://api.forest.go.kr/openapi/image/2015254/20152543.jpg,피자식물/쌍자엽식물,식재되는 낙엽교목으로 높이가 30m에 달한다. 잎은 대생하며 장상복엽이고 소엽은 5∼7개이며 도란 형이고 점 첨두 예저이며 가장자리에 둔한 겹 톱니가 있다. 꽃은 잡성으로 6월에 가지 끝에 원추화서로 달린다. 열매는 삭과로 원추형이며 3개로 갈라지고 종자는 적갈색으로 10월에 익는다.,칠엽수과(Hippocastanaceae),Aesculus turbinata Blume,열매를 채취하여 햇볕에 말린다.
468,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다.,"감기, 강장 보호, 견비통, 경련, 고혈압, 관절통, 광견병, 구토, 근육통, 난청, 당뇨, 발한, 숙취, 식중독, 아편중독, 암내, 위암, 인플루엔자, 일사병, 열사병, 장염, 장 출혈, 주독, 주체, 중풍, 지혈, 진정, 진통, 치열, 편도선염, 피부소양증, 해독, 해열, 현훈, 협심증, 홍역 등",210,http://api.forest.go.kr/openapi/image/2015210/20152101.jpg,"갈근(葛根), 갈화(葛花)",칡,http://api.forest.go.kr/openapi/image/2015210/20152102.jpg,http://api.forest.go.kr/openapi/image/2015210/20152103.jpg,피자식물/쌍자엽식물,"산기슭 양지에 자라는 덩굴식물로서 끝 부분이 겨울 동안 말라죽으며 줄기는 갈색이다. 잎은 3출엽이고 소엽은 마름모 또는 난형이고 가장자리가 밋밋하다. 꽃은 홍자색으로 8월에 총상화서에 많은 꽃이 달린다. 열매는 협과로 꼬투리는 넓은 선형이고 편평하며 퍼진 털이 있다.
 ☞ 돌콩 속에 비해 꽃이 대형이고 화서의 마디가 비 후 한다.",콩과(Leguminosae),Pueraria lobata (Willd.) Ohwi,뿌리를 가을부터 봄에 캐어 외피를 벗겨 햇볕에 말린다.
469,"한국(전국), 유럽","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 가루를 내어 상처부위에 개어 붙인다.","간염, 강장 보호, 건비위, 고혈압, 급성간염, 보혈허, 설사, 소화불량, 신체허약, 익정, 장위카타르, 지혈, 진정, 토혈 각혈, 폐기천식, 황달",349,http://api.forest.go.kr/openapi/image/2015349/20153491.jpg,감부리(甘富利),컴프리,http://api.forest.go.kr/openapi/image/2015349/20153492.jpg,http://api.forest.go.kr/openapi/image/2015349/20153493.jpg,피자식물/쌍자엽식물,재배하는 다년초로 높이 60∼90㎝이고 짧은 털이 있으며 가지가 갈라진다. 잎은 호생하며 난상 피침형으로 끝이 길게 뾰족해 지고 밑부분의 것은 잎자루가 있다. 꽃은 자주색·연한홍색·백색으로 6∼7월에 끝이 꼬리처럼 말려서 밑을 향한다. 열매는 분과로 난형이며 4개로 나뉜다.,지치과(Boraginaceae),Symphytum officinale L.,잎을 봄부터 가을까지 채취하여 햇볕에 말린다.
470,"한국(남부 해안지대와 도서 지역), 중국, 일본, 대만, 인도차이나","(내복): 탕전(湯煎)하여 복용한다. 
 (외용): 짓찧어 상처 부위에 붙이거나 가루 내어 개어 붙인다.","개선, 경혈, 악창, 양혈해독, 지혈, 청폐지해, 치통, 코피, 타박상, 폐옹, 풍진, 해수, 혈뇨",8,http://api.forest.go.kr/openapi/image/2015008/20150081.jpg,지련전(地連錢),콩짜개덩굴,http://api.forest.go.kr/openapi/image/2015008/20150082.jpg,http://api.forest.go.kr/openapi/image/2015008/20150083.jpg,양치식물,"습한 바위 겉이나 늙은 나무에 붙어 자라는 상록 다년초로 근경이 옆으로 벋으며 잎이 드문드문 달린다. 영양엽은 원형 또는 타원형이며 가장자리가 밋밋하다. 홀씨주머니가 달린 포자엽은 주걱형이며 둥글고 밑부분이 좁아진다.
 ☞ 영양엽이 콩짜개란과 유사하다.",고란초과(Polypodiaceae),Lemmaphyllum microphyllum C.Pre니,전초를 여름부터 가을에 채취하여 햇볕에 말린다.
471,"한국(전국), 중국, 일본, 러시아, 대만","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 달여서 상처부위를 닦아낸다.","구충, 백대하, 생리불순, 신경통, 월경이상, 유방염, 이수소종, 이질, 인후염, 타박상, 활혈, 활혈조경",323,http://api.forest.go.kr/openapi/image/2015323/20153231.jpg,낭미파화(狼尾巴花),큰까치수염,http://api.forest.go.kr/openapi/image/2015323/20153232.jpg,http://api.forest.go.kr/openapi/image/2015323/20153233.jpg,피자식물/쌍자엽식물,산야의 양지에 자라는 다년초로 높이 50∼100㎝이며 근경이 퍼지며 가지가 갈라지지 않는다. 잎은 호생하며 장타원상 피침형이고 끝이 뾰족하고 뒷면에 선점이 있다. 꽃은 백색으로 6∼8월에 총상화서로 달린다. 열매는 삭과로 둥글며 꽃받침으로 싸여 있다. ☞ 까치수염보다 잎이 장타원상 피침형으로 끝이 뾰족하다.,앵초과(Primulaceae),Lysimachia clethroides Duby,"전초를 여름, 가을에 채취하여 햇볕에 말린다."
472,"한국(전국), 중국, 일본",(내복): 탕전(湯煎)하거나 환 또는 산제로 복용한다. (외용): 짓찧어 상처부위에 붙인다.,"간염, 개선, 거풍습, 급성간염, 발한, 복중괴, 악종, 요슬통, 중풍, 진통, 천식, 치통, 통풍, 파상풍, 풍, 풍질, 해독, 황달",97,http://api.forest.go.kr/openapi/image/2015097/20150971.jpg,철선련(鐵線蓮),큰꽃으아리,http://api.forest.go.kr/openapi/image/2015097/20150972.jpg,http://api.forest.go.kr/openapi/image/2015097/20150973.jpg,피자식물/쌍자엽식물,"숲 가장자리 양지바른 곳에 자라는 낙엽 덩굴식물로 길이 2∼4m이고 줄기는 가늘고 길며 잔털이 있다. 잎은 3출 또는 깃모양겹잎이며 마주나기하고 차조기는 난형 또는 난상 피침형으로 첨두 또는 점첨두이고 원저이다. 꽃은 백색 또는 연황색이고 가지 끝에 1개씩 달린다. 열매는 수과로 난형으로서 갈색 털 있다.
 ☞ 위령선에 비해 꽃대에 이삭잎이 없고 차조기에 톱니가 없다.",미나리아재비과(Ranunculaceae),Clematis patens C.Morren & Decne.,뿌리를 가을에 채취하여 햇볕에 말린다.
473,"한국(전국), 중국, 일본, 러시아, 중앙아시아, 유럽.",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다. (내복): 짓찧어 상처부위에 바른다.,"강심, 거풍제습, 경련, 고혈압, 관절통, 옹저, 위궤양, 인통, 적백리, 제습, 종독, 진경, 치혈, 타박상, 토혈, 풍, 해소, 활혈, 활혈소종",157,http://api.forest.go.kr/openapi/image/2015157/20151571.jpg,오기조양초(五氣朝陽草),큰뱀무,http://api.forest.go.kr/openapi/image/2015157/20151572.jpg,http://api.forest.go.kr/openapi/image/2015157/20151573.jpg,피자식물/쌍자엽식물,산골짜기 냇가에 자라는 다년초로 높이 30∼100㎝이고 전체에 옆으로 퍼진 털이 있다. 뿌리에 돋은 잎은 잎자루가 길며 우상복엽이고 줄기에 달린 잎은 짧은 잎자루와 3∼5개의 소엽이 있으며 도란형이고 결각이 있다. 꽃은 황색으로 6∼7월에 핀다. 열매는 수과이며 털이 있다. ☞ 뱀무보다 과실에 선모가 없고 소화경에 퍼지는 털이 있다.,장미과(Rosaceae),Geum aleppicum Jacq.,전초를 여름에서 가을에 채취하여 그늘에서 말린다.
